Iteration	CPUTime	PhysTime	Travels
1	4	0	0.0120085257
2	5	0	0.0240170514
3	5	0	0.036025577
4	6	0	0.0480341027
5	7	0	0.0600426284
6	8	0	0.0720511541
7	9	0	0.0840596798
8	9	0	0.0960682054
9	10	0	0.108076731
10	11	0	0.120085257
11	12	0	0.132093782
12	13	0	0.144102308
13	14	0	0.156110834
14	15	0	0.16811936
15	16	0	0.180127885
16	17	0	0.192136411
17	17	0	0.204144937
18	18	0	0.216153462
19	19	0	0.228161988
20	20	0	0.240170514
21	21	0	0.252179039
22	22	0	0.264187565
23	23	0	0.276196091
24	23	0	0.288204616
25	24	0	0.300213142
26	25	0	0.312221668
27	26	0	0.324230193
28	27	0	0.336238719
29	28	0	0.348247245
30	29	0	0.36025577
31	30	0	0.372264296
32	31	0	0.384272822
33	32	0	0.396281347
34	32	0	0.408289873
35	33	0	0.420298399
36	34	0	0.432306925
37	35	0	0.44431545
38	36	0	0.456323976
39	37	0	0.468332502
40	38	0	0.480341027
41	39	0	0.492349553
42	40	0	0.504358079
43	41	0	0.516366604
44	42	0	0.52837513
45	43	0	0.540383656
46	44	0	0.552392181
47	45	0	0.564400707
48	46	0	0.576409233
49	47	0	0.588417758
50	48	0	0.600426284
51	49	0	0.61243481
52	50	0	0.624443335
53	51	0	0.636451861
54	52	0	0.648460387
55	53	0	0.660468912
56	54	0	0.672477438
57	55	0	0.684485964
58	56	0	0.696494489
59	57	0	0.708503015
60	58	0	0.720511541
61	59	0	0.732520067
62	60	0	0.744528592
63	61	0	0.756537118
64	62	0	0.768545644
65	63	0	0.780554169
66	63	0	0.792562695
67	64	0	0.804571221
68	65	0	0.816579746
69	66	0	0.828588272
70	67	0	0.840596798
71	68	0	0.852605323
72	69	0	0.864613849
73	70	0	0.876622375
74	71	0	0.8886309
75	72	0	0.900639426
76	72	0	0.912647952
77	73	0	0.924656477
78	74	0	0.936665003
79	75	0	0.948673529
80	76	0	0.960682054
81	77	0	0.97269058
82	78	0	0.984699106
83	79	0	0.996707632
84	80	0	1.00871616
85	81	0	1.02072468
86	81	0	1.03273321
87	82	0	1.04474173
88	83	0	1.05675026
