Iteration	CPUTime	PhysTime	Travels
1	4	0	0.0101079146
2	5	0	0.0202158292
3	6	0	0.0303237438
4	6	0	0.0404316584
5	7	0	0.050539573
6	8	0	0.0606474876
7	9	0	0.0707554022
8	9	0	0.0808633167
9	10	0	0.0909712313
10	11	0	0.101079146
11	12	0	0.111187061
12	12	0	0.121294975
13	13	0	0.13140289
14	14	0	0.141510804
15	14	0	0.151618719
16	15	0	0.161726633
17	16	0	0.171834548
18	16	0	0.181942463
19	17	0	0.192050377
20	18	0	0.202158292
21	19	0	0.212266206
22	19	0	0.222374121
23	20	0	0.232482036
24	21	0	0.24258995
25	22	0	0.252697865
26	23	0	0.262805779
27	24	0	0.272913694
28	24	0	0.283021609
29	25	0	0.293129523
30	26	0	0.303237438
31	27	0	0.313345352
32	27	0	0.323453267
33	28	0	0.333561182
34	29	0	0.343669096
35	30	0	0.353777011
36	31	0	0.363884925
37	31	0	0.37399284
38	32	0	0.384100755
39	33	0	0.394208669
40	34	0	0.404316584
41	35	0	0.414424498
42	35	0	0.424532413
43	36	0	0.434640328
44	37	0	0.444748242
45	38	0	0.454856157
46	39	0	0.464964071
47	39	0	0.475071986
48	40	0	0.4851799
49	41	0	0.495287815
50	42	0	0.50539573
51	43	0	0.515503644
52	43	0	0.525611559
53	44	0	0.535719473
54	45	0	0.545827388
55	46	0	0.555935303
56	47	0	0.566043217
57	47	0	0.576151132
58	48	0	0.586259046
59	49	0	0.596366961
60	50	0	0.606474876
61	50	0	0.61658279
62	51	0	0.626690705
63	52	0	0.636798619
64	53	0	0.646906534
65	54	0	0.657014449
66	55	0	0.667122363
67	56	0	0.677230278
68	57	0	0.687338192
69	58	0	0.697446107
70	59	0	0.707554022
71	59	0	0.717661936
72	60	0	0.727769851
73	61	0	0.737877765
74	62	0	0.74798568
75	63	0	0.758093595
76	64	0	0.768201509
77	65	0	0.778309424
78	66	0	0.788417338
79	68	0	0.798525253
80	69	0	0.808633167
81	70	0	0.818741082
82	71	0	0.828848997
83	72	0	0.838956911
84	72	0	0.849064826
85	73	0	0.85917274
86	74	0	0.869280655
87	75	0	0.87938857
88	75	0	0.889496484
89	76	0	0.899604399
90	77	0	0.909712313
91	78	0	0.919820228
92	79	0	0.929928143
93	79	0	0.940036057
94	80	0	0.950143972
95	81	0	0.960251886
96	82	0	0.970359801
97	83	0	0.980467716
98	84	0	0.99057563
99	85	0	1.00068354
100	86	0	1.01079146
101	88	0	1.02089937
102	89	0	1.03100729
103	90	0	1.0411152
104	92	0	1.05122312
105	93	0	1.06133103
106	94	0	1.07143895
107	95	0	1.08154686
108	96	0	1.09165478
109	97	0	1.10176269
110	99	0	1.11187061
111	99	0	1.12197852
112	100	0	1.13208643
113	101	0	1.14219435
114	102	0	1.15230226
115	103	0	1.16241018
116	104	0	1.17251809
117	105	0	1.18262601
118	105	0	1.19273392
119	106	0	1.20284184
120	107	0	1.21294975
121	108	0	1.22305767
122	109	0	1.23316558
123	110	0	1.24327349
