Iteration	CPUTime	PhysTime	Travels
1	4	0	0.0101076641
2	5	0	0.0202153282
3	5	0	0.0303229922
4	6	0	0.0404306563
5	7	0	0.0505383204
6	8	0	0.0606459845
7	8	0	0.0707536485
8	9	0	0.0808613126
9	10	0	0.0909689767
10	10	0	0.101076641
11	11	0	0.111184305
12	12	0	0.121291969
13	13	0	0.131399633
14	13	0	0.141507297
15	14	0	0.151614961
16	15	0	0.161722625
17	16	0	0.171830289
18	16	0	0.181937953
19	17	0	0.192045617
20	18	0	0.202153282
21	18	0	0.212260946
22	19	0	0.22236861
23	20	0	0.232476274
24	21	0	0.242583938
25	21	0	0.252691602
26	22	0	0.262799266
27	23	0	0.27290693
28	24	0	0.283014594
29	25	0	0.293122258
30	26	0	0.303229922
31	27	0	0.313337586
32	28	0	0.32344525
33	29	0	0.333552915
34	29	0	0.343660579
35	30	0	0.353768243
36	31	0	0.363875907
37	32	0	0.373983571
38	33	0	0.384091235
39	33	0	0.394198899
40	34	0	0.404306563
41	35	0	0.414414227
42	36	0	0.424521891
43	37	0	0.434629555
44	38	0	0.444737219
45	38	0	0.454844883
46	39	0	0.464952548
47	40	0	0.475060212
48	41	0	0.485167876
49	42	0	0.49527554
50	42	0	0.505383204
51	43	0	0.515490868
52	44	0	0.525598532
53	45	0	0.535706196
54	46	0	0.54581386
55	46	0	0.555921524
56	47	0	0.566029188
57	48	0	0.576136852
58	49	0	0.586244516
59	50	0	0.596352181
60	51	0	0.606459845
61	51	0	0.616567509
62	52	0	0.626675173
63	53	0	0.636782837
64	54	0	0.646890501
65	55	0	0.656998165
66	55	0	0.667105829
67	56	0	0.677213493
68	57	0	0.687321157
69	58	0	0.697428821
70	59	0	0.707536485
71	60	0	0.717644149
72	60	0	0.727751814
73	61	0	0.737859478
74	62	0	0.747967142
75	63	0	0.758074806
76	63	0	0.76818247
77	64	0	0.778290134
78	65	0	0.788397798
79	66	0	0.798505462
80	66	0	0.808613126
81	67	0	0.81872079
82	68	0	0.828828454
83	69	0	0.838936118
84	69	0	0.849043782
85	70	0	0.859151447
86	71	0	0.869259111
87	72	0	0.879366775
88	72	0	0.889474439
89	73	0	0.899582103
90	74	0	0.909689767
91	75	0	0.919797431
92	75	0	0.929905095
93	76	0	0.940012759
94	77	0	0.950120423
95	78	0	0.960228087
96	78	0	0.970335751
97	79	0	0.980443415
98	80	0	0.99055108
99	81	0	1.00065874
100	81	0	1.01076641
101	83	0	1.02087407
102	84	0	1.03098174
103	85	0	1.0410894
104	86	0	1.05119706
105	87	0	1.06130473
106	88	0	1.07141239
107	89	0	1.08152006
108	91	0	1.09162772
109	92	0	1.10173538
110	93	0	1.11184305
111	94	0	1.12195071
112	94	0	1.13205838
113	95	0	1.14216604
114	96	0	1.1522737
115	97	0	1.16238137
