Iteration	CPUTime	PhysTime	Travels
1	3	0	0.011006072
2	4	0	0.022012144
3	4	0	0.0330182161
4	5	0	0.0440242881
5	6	0	0.0550303601
6	6	0	0.0660364321
7	7	0	0.0770425042
8	7	0	0.0880485762
9	8	0	0.0990546482
10	9	0	0.11006072
11	9	0	0.121066792
12	10	0	0.132072864
13	10	0	0.143078936
14	11	0	0.154085008
15	12	0	0.16509108
16	13	0	0.176097152
17	14	0	0.187103224
18	14	0	0.198109296
19	15	0	0.209115368
20	16	0	0.22012144
21	16	0	0.231127512
22	17	0	0.242133584
23	18	0	0.253139657
24	19	0	0.264145729
25	20	0	0.275151801
26	21	0	0.286157873
27	23	0	0.297163945
28	24	0	0.308170017
29	25	0	0.319176089
30	25	0	0.330182161
31	26	0	0.341188233
32	27	0	0.352194305
33	27	0	0.363200377
34	28	0	0.374206449
35	29	0	0.385212521
36	29	0	0.396218593
37	30	0	0.407224665
38	30	0	0.418230737
39	31	0	0.429236809
40	32	0	0.440242881
41	33	0	0.451248953
42	34	0	0.462255025
43	35	0	0.473261097
44	35	0	0.484267169
45	36	0	0.495273241
46	37	0	0.506279313
47	37	0	0.517285385
48	38	0	0.528291457
49	39	0	0.539297529
50	39	0	0.550303601
51	40	0	0.561309673
52	40	0	0.572315745
53	41	0	0.583321817
54	42	0	0.594327889
55	43	0	0.605333961
56	43	0	0.616340033
57	44	0	0.627346105
58	45	0	0.638352177
59	46	0	0.649358249
60	46	0	0.660364321
61	47	0	0.671370393
62	48	0	0.682376465
63	48	0	0.693382537
64	49	0	0.704388609
65	49	0	0.715394681
66	50	0	0.726400753
67	51	0	0.737406825
68	51	0	0.748412897
69	52	0	0.75941897
70	53	0	0.770425042
71	53	0	0.781431114
72	54	0	0.792437186
73	55	0	0.803443258
74	55	0	0.81444933
75	56	0	0.825455402
76	56	0	0.836461474
77	57	0	0.847467546
78	58	0	0.858473618
79	59	0	0.86947969
80	60	0	0.880485762
81	60	0	0.891491834
82	61	0	0.902497906
83	62	0	0.913503978
84	62	0	0.92451005
85	63	0	0.935516122
86	65	0	0.946522194
87	66	0	0.957528266
88	67	0	0.968534338
89	68	0	0.97954041
90	68	0	0.990546482
91	69	0	1.00155255
92	70	0	1.01255863
93	71	0	1.0235647
94	71	0	1.03457077
95	72	0	1.04557684
96	73	0	1.05658291
97	73	0	1.06758899
98	74	0	1.07859506
99	75	0	1.08960113
100	75	0	1.1006072
101	77	0	1.11161327
102	77	0	1.12261935
103	78	0	1.13362542
104	78	0	1.14463149
105	80	0	1.15563756
106	81	0	1.16664363
107	82	0	1.17764971
108	83	0	1.18865578
109	84	0	1.19966185
110	84	0	1.21066792
111	85	0	1.22167399
112	86	0	1.23268007
113	87	0	1.24368614
114	88	0	1.25469221
115	88	0	1.26569828
116	89	0	1.27670435
117	90	0	1.28771043
118	91	0	1.2987165
119	91	0	1.30972257
120	92	0	1.32072864
121	92	0	1.33173471
122	93	0	1.34274079
123	94	0	1.35374686
124	94	0	1.36475293
125	95	0	1.375759
